ID	Text	Label	Explanation
1271	"The attached schedule is for Economic Analysis.  Dave will cover for me when 
I am on vacation and vica versus.  When we are both off we will provide phone 
numbers, in the event we need to come in and work.  I will be in town over 
the holidays and I can be reached at 281-356-6089.

James"	SENSITIVE	The text contains personal information in the form of a phone number, which could be used for unauthorized contact or phishing attempts.
1272	"Vince:

I enjoyed meeting you last week to discuss my application to join your group. 
Please keep my inquiry confidential for now.

If selected, I think your group would greatly benefit from my diverse 
skill-set including modeling skills utilizing Excel, Access, and
Bloomberg as well as graphing, statistical, and other quantitative abilities, 
especially in the meteorology field.

I am particularly interested in being able to discover vital information 
which may affect the markets (e.g. pulp/paper, interest rates, weather) as 
well as arriving at a new variable which captures all market variables into 
one which may be followed and forecasted for each of the groups.

Furthermore, I am truly committed to adding value to your group, including 
making significant contributions,
and am sanguine about my ability to ensure that these achievements are 
well-received.

I have met many people at Enron thus far and am able to utilize these 
strategic alliances by knowing who may be able
to assist your group in the quest for information on different projects. By 
accessing information quickly, both internal and 
external to the firm, the group would be able to extraordinarily benefit from 
this diligence  In addition, by seeking greater efficiencies in my work, 
I have been able to be instrumental in accumulating additional 
responsibilities. 

Most importantly, I have the mathematical acumen and insight to ensure the 
continued growth and prosperity of your group.

As a research-oriented individual, I am clearly interested in pursuing a 
position in your  group.
If selected, I would be able to bring my diverse experience, including 
financial modeling and derivatives, from my tenure at
Enron and CIBC World Markets.

I look forward to meeting with select members of your group.

Thanks,
David
3-3528"	SENSITIVE	"The text contains professional roles, activities, and behaviors that suggest access to confidential information, such as ""utilizing Excel, Access, and Bloomberg,"" ""discovering vital information which may affect the markets,"" and ""utilize strategic alliances by knowing who may be able to assist your group in the quest for information on different projects."" These details could lead to unintended inferences or privacy risks."
1273	"Jeff,

My target is to get $225 back out of the stage.  Therefore, I could take a 
sales price of $740K and carry a second note of $210K.  This would still only 
require $75K cash from the buyer.  After broker fees and a title policy, I 
would net around $20K cash.  

You can go ahead and negotiate with the buyer and strike the deal at $740 or 
higher with the terms described in the 1st email.  Do you want to give the 
New Braunfels buyer a quick look at the deal.


Phillip"	SENSITIVE	This text contains financial information, including specific dollar amounts, sales prices, notes, cash amounts, and net cash figures, which are all sensitive and confidential details.
1274	"exactly

 -----Original Message-----
From: 	Palmer, Johnny  
Sent:	Tuesday, October 16, 2001 2:00 PM
To:	Arnold, John
Subject:	Marc Findsen

John,

I've spoken with Mark and I have received his resume.  Before I bring him in I just wanted to confirm that he is to interview with Crude and Products originators as well as one trader.  Please advise.

Thanks,
Johnny"	SENSITIVE	This email contains professional roles and activities that suggest access to confidential information, specifically mentioning interviews with Crude and Products originators and a trader, which could lead to unintended privacy risks or security concerns.
1275	"Jeff, lets try to get consensus in how the east desk might work and then 
discuss next steps at that point.

thanks

Regards
Delainey
---------------------- Forwarded by David W Delainey/HOU/ECT on 06/20/2000 
09:40 AM ---------------------------
   
	
	
	From:  Jeffrey A Shankman                           06/20/2000 08:36 AM
	

To: David W Delainey/HOU/ECT@ECT
cc:  
Subject: 

Dave,

I know you want to have a meeting about the east desk as a follow up to last 
weeks meeting.  Do you think it would be helpful for me to have this 
replicated for all desks for one meeting?  Or do you want just 1 
presentation, and I will manage the rest of the rollout to the other desks? 

Thanks.  Jeff"	NOT SENSITIVE	
1276	"Hey,

I did think of something Dad might want.  He was really excited when mom gave 
him the Biblical reference book for Father's day, so maybe we could get him 
something like that.  Call mom and ask her what he wants.  

Authur Anderson, huh??  You do know they are slave drivers, right??  Of 
course I'm sure it's no worse than my current job!!  I find it pretty funny 
that you wrote that to my from your work email.   

Well it's about time I got started working today.

Robin"	SENSITIVE	This text contains personal information such as family members' names, references to a specific job, and a mention of the recipient's work email, which could lead to privacy risks and potential misuse.
1277	"Hey Chris,

I was wondering if there was a fax number at the base so that my apartment 
complex can send you some info.  regarding getting your name taken off of our 
lease.  If there is, just shoot me off an email with the number and I'll pass 
it along to them.

Hope things are going well and that you're not too homesick with Thanksgiving 
and all.  I have a feeling I will be talking to you guys tomorrow along with 
both of our parents and extended family members.  Have a great holiday and 
root on the Horns ( I think this is going to be a tough one).

Love,
Susan"	SENSITIVE	This message contains personal information such as the recipient's name, Chris, and references to family members, which could lead to privacy risks and potential misuse. Additionally, it mentions the sender's apartment complex and the process of removing a name from a lease, which are sensitive details related to personal living arrangements.
1278	"Some background information for the meeting with Mayor Brown:

Brown won 43% of the vote (to Sanchez' 40%) and is now in a run off with Sanchez.  Sue Walden's perspective, not surprisingly, is that Brown will win and that campaign polls show him ahead among likely voters.  African American turnout in the election was lower than expected, but an active get-out-the-vote campaign could turn that around.
Enron has supported the mayor with a $10,000 contribution.  I would not recommend a further commitment under the current circumstances.
If you want to discuss some of the positive accomplishments of his administration, you could:
Congratulate him on passage of his version of the light rail proposition.
Compliment him on how he has responded to security issues since Sept 11 and his handling of flood relief.
(You should know that the Houston police were extremely helpful and responsive when we asked for assistance in connection with the October 26 threat to the Enron building.)
We have responded to the City's RFP for energy service.
EES made a presentation last week proposing a 5-7 year transaction
The city is opting for a 1-2 year transaction
That would require very detailed load data which is in Reliant's possession.
We have expressed concern that we are merely a stalking horse in the city's effort to do a deal with Reliant.  We have said that we won't play on those terms.
Separately, we are working with the city on a demand side deal."	SENSITIVE	This text contains a variety of sensitive information, including political campaign details, financial contributions, interactions with law enforcement, and business negotiations. The disclosure of this information could lead to privacy risks, legal issues, and potential misuse.
1279	"I haven't talked to Ozzie today.  When I spoke with him last night, we were 
arranging to meet in NYC next Wednesday, and I told him we could celebrate 
there.

ckm




""Neil Mann"" <nmann@erac.com> on 01/10/2001 05:20:09 PM
Please respond to <nmann@erac.com>
To: <Kay.Mann@enron.com>
cc:  

Subject: RE:

Our computers and phones have been going up and down all day long.
Are you guys still going out tonight? Please let me know if your plans
change and maybe your husband could take you out. NM

-----Original Message-----
From: Kay.Mann@enron.com [mailto:Kay.Mann@enron.com]
Sent: Wednesday, January 10, 2001 4:28 PM
To: nmann@erac.com
Subject: RE:



One.




""Neil Mann"" <nmann@erac.com> on 01/10/2001 04:20:25 PM

Please respond to <nmann@erac.com>

To:   <Kay.Mann@enron.com>
cc:

Subject:  RE:

Have you received any e-mail from me?  NM

-----Original Message-----
From: Kay.Mann@enron.com [mailto:Kay.Mann@enron.com]
Sent: Wednesday, January 10, 2001 3:45 PM
To: nmann@erac.com
Subject:


The closing dinner for the big financing will be on Feb. 8.

Just thought I'd keep you current!

Love,

Kay"	SENSITIVE	This email exchange contains personal information, including full names, email addresses, and a specific event date, which could lead to privacy risks and potential misuse.
1280	"FYI
---------------------- Forwarded by Mike J Miller/HOU/ECT on 03/24/2000 04:47 
PM ---------------------------


""Bruce A. Sukaly"" <bas1957@mindspring.com> on 03/17/2000 11:35:21 AM
To: <mmiller3@enron.com>
cc:  
Subject: FW: Slides


One more time

-----Original Message-----
From: Bruce A. Sukaly [mailto:bas1957@mindspring.com]
Sent: Friday, March 17, 2000 12:28 PM
To: Mike J. Miller (E-mail)
Subject: Slides

I have attached the pitch book.  I think its a good start.  I didn't get
into the proposals as much, but we can kick that around in more detail.

 I think the more important thing is who (as in exact individuals) gets the
sales pitch.   This will be the key to getting a major deal completed.

Call me with questions, I'll be in and out the today and Monday.  On Tuesday
I start my journey across the country.  If you need me those days call me at
my home number and my wife will relay the messages to me.

 - Asset Mgmt Deal.ppt"	SENSITIVE	This email contains subtle sensitive information related to business operations, including discussions about sales pitches, proposals, and a potential major deal. It also includes personal information about the sender's travel plans and home phone number, which could pose privacy and security risks if publicly disclosed.
